 ,CategoryTitle,ActivityTitle,PressureTitle,APJustificationDesc,RPPTitle,RiskFactorDesc,EvidenceStandardDesc,ConfidenceScoreTitle
1979,Production of living resources,Shellfish aquaculture: Suspended rope/net culture,Changes in suspended solids (water clarity),"The effects of bio deposits from suspended mussel culture on the local benthic environment have been considered in a number of studies [4406],[4423],[4424],[4343]. The reported effects on the physicochemical and biological structure of the surrounding surficial sediments were generally similar, although the extent and degree of these differed considerably among locations. Heavy sedimentation of faeces and pseudofaeces beneath mussel farms effectively lead to organic enrichment and thus alter macrofaunal communities [4439],[4425],[4423],[4406]. Sedimentation rates up to three times higher than at reference sites have been reported [4425]. Habitats may be lost or degraded owing to the building of infrastructures, installation of facilities and use of equipment and tools (e.g. for harvesting), which may cause a direct physical impact on habitats and communities. Benthic habitats and communities may also be impacted by sedimentation of organic wastes, while increased turbidity and nutrient enrichment of water may alter the conditions on which some communities and pelagic species depend and cause their displacement from the site [2834].",low,"The risk of this pressure will increase depending on the spatial/ temporal scale and intensity of the activity, the proximity of the activity to the feature (in space and time) and the sensitivity of the feature to the pressure. Cumulative and in-combination effects of activities may increase the risk further (see Activity-Pressure justification text). High levels of discarding associated with the fishing activity combined with low flow conditions may increase the magnitude of this pressure.","The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1980,Production of living resources,Shellfish aquaculture: Suspended rope/net culture,Smothering and siltation rate changes (Heavy),"The effects of bio deposits from suspended mussel culture on the local benthic environment have been considered in a number of studies [4406],[4423],[4424],[4343]. The reported effects on the physicochemical and biological structure of the surrounding surficial sediments were generally similar, although the extent and degree of these differed considerably among locations. Heavy sedimentation of faeces and pseudofaeces beneath mussel farms effectively lead to organic enrichment and thus alters macrofaunal communities [4439],[4425],[4423],[4406]. Sedimentation rates up to three times higher than at reference sites have been reported [4425],[4421]. Further, during construction of an aquaculture facility sedimentation may occur. During operation, changes in hydrodynamics, current flow and sediment dynamics around the facility may also result in changes in nearby sedimentation rates.",low,"The risk of this pressure will increase depending on the spatial/ temporal scale and intensity of the activity, the proximity of the activity to the feature (in space and time) and the sensitivity of the feature to the pressure. Cumulative and in-combination effects of activities may increase the risk further (see Activity-Pressure justification text). High levels of discarding associated with the fishing activity combined with low flow conditions may increase the magnitude of this pressure.","The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1981,Production of living resources,Shellfish aquaculture: Suspended rope/net culture,Smothering and siltation rate changes (Light),"The effects of bio deposits from suspended mussel culture on the local benthic environment have been considered in a number of studies [4406],[4423],[4424],[4343]. The reported effects on the physicochemical and biological structure of the surrounding surficial sediments were generally similar, although the extent and degree of these differed considerably among locations. Heavy sedimentation of faeces and pseudofaeces beneath mussel farms effectively lead to organic enrichment and thus alters macrofaunal communities [4439],[4425],[4423],[4406]. Sedimentation rates up to three times higher than at reference sites have been reported [4425],[4421]. Further, during construction of an aquaculture facility sedimentation may occur. During operation, changes in hydrodynamics, current flow and sediment dynamics around the facility may also result in changes in nearby sedimentation rates.",medium-high,,"The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1982,Production of living resources,Shellfish aquaculture: Suspended rope/net culture,Abrasion/disturbance of the substrate on the surface of the seabed,"A variety of permanent anchors/moorings exist for shellfish culture. The selection of permanent mooring depends on the surrounding topography, the access to nearby land or harbours, the type of seabed available to keep the mooring stable, and the exposure of the site to weather, storms and drift ice. Types of moorings used include: deadweight moorings, such as train wheels, concrete blocks, railway ties and drag anchors, such as heavy chains; lightweight moorings such as spiral or helix anchors, and hydraulically driven expansion anchors. Hold-fast moorings, such as steel bolts, or tether moorings using external installations such as windmill structures, unused oil rig infrastructure and marine pilings (poles) are also becoming more common to tether shellfish culture infrastructure [4944]. Some aquaculture sites require extensive underwater infrastructure capable of abrading surrounding surfaces. Proper siting and design of aquaculture infrastructures, avoiding their location on especially sensitive habitats and considering the best technical solution for each type of area (e.g. adapting mooring structures to the conditions of the seabed substrate) can help avoid and minimise these potential adverse effects [2834]. Anchors cause damage to the seabed upon deploying the anchor and the subsequent dragging and locking in and also through the chain causing abrasion and scour whilst at anchor and upon recovery. Mooring chains from swinging moorings may scour the seabed as the mooring slackens and rotates with the tide [3223]. Small vessel anchors have been found to cause surface ‘scars’ of typically 1-4 m2 [5175]. Scouring over a 6 m radius around a mooring has been recorded on intertidal mudflats caused by anchor chains [5179],[4981].",medium-high,,"The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1983,Production of living resources,Shellfish aquaculture: Suspended rope/net culture,"Water flow (tidal current) changes, including sediment transport considerations","Structures placed in the marine environment immediately interact with the local current regime. Suspended aquaculture structures or pens have the potential of altering flow rates [4891],[4887].  Artificial reefs may have directly negative impacts through changes in current velocities and direction [4980],[5018],[5021],[2293]. Structures added to the coastal environment as a result of coastal defence schemes, coastal developments, artificial reefs, etc., can change local flow conditions. In particular, cross shore structures such as groynes and harbour arms can intercept flow paths, causing flows to divert around or across the structures [4892],[4893],[4894],[4873],[5075],[4960],[3125],[4961]. Large enclosures could also have an effect on current circulation and light penetration. Model outputs show that suspended aquaculture can result in a 20 % reduction in current speed and water exchange rates [4887]. Risks can be managed, if necessary, by limiting the sizes of complexes and re-siting them regularly [4405].",low,"The risk of this pressure will increase depending on the spatial/ temporal scale and intensity of the activity, the proximity of the activity to the feature (in space and time) and the sensitivity of the feature to the pressure. Cumulative and in-combination effects of activities may increase the risk further (see Activity-Pressure justification text). High levels of discarding associated with the fishing activity combined with low flow conditions may increase the magnitude of this pressure.","The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1984,Production of living resources,Shellfish aquaculture: Suspended rope/net culture,Wave exposure changes,"Structures placed in the marine environment immediately interact with the local current regime. Suspended aquaculture structures or pens have the potential of altering flow rates [4891],[4887].  Artificial reefs may have directly negative impacts through changes in current velocities and direction [4980],[5018],[5021],[2293]. Structures added to the coastal environment as a result of coastal defence schemes, coastal developments, artificial reefs, etc., can change local flow conditions. In particular, cross shore structures such as groynes and harbour arms can intercept flow paths, causing flows to divert around or across the structures [4892],[4893],[4894],[4873],[5075],[4960],[3125],[4961]. Large enclosures could also have an effect on current circulation and light penetration. Model outputs show that suspended aquaculture can result in a 20 % reduction in current speed and water exchange rates [4887]. Risks can be managed, if necessary, by limiting the sizes of complexes and re-siting them regularly [4405].",low,"The risk of this pressure will increase depending on the spatial/ temporal scale and intensity of the activity, the proximity of the activity to the feature (in space and time) and the sensitivity of the feature to the pressure. Cumulative and in-combination effects of activities may increase the risk further (see Activity-Pressure justification text). High levels of discarding associated with the fishing activity combined with low flow conditions may increase the magnitude of this pressure.","The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1985,Production of living resources,Shellfish aquaculture: Suspended rope/net culture,Physical loss (to land or freshwater habitat),"Coastal developments can result in the loss of marine habitat through land claim to freshwater or terrestrial habitat [2834]. In an aquaculture context this may be relevant in instances where shoreside construction of aquaculture supporting infrastructure such as jetties, piers, slipways or buildings occurs.",low,"The risk of this pressure will increase depending on the spatial/ temporal scale and intensity of the activity, the proximity of the activity to the feature (in space and time) and the sensitivity of the feature to the pressure. Cumulative and in-combination effects of activities may increase the risk further (see Activity-Pressure justification text). High levels of discarding associated with the fishing activity combined with low flow conditions may increase the magnitude of this pressure.","The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1986,Production of living resources,Shellfish aquaculture: Suspended rope/net culture,Physical change (to another seabed type),"Aquaculture developments often require supporting infrastructure.  The introduction of these structures can change the hydrological and sedimentological regime in the immediate vicinity of these structures and may lead to the erosion of or deposition of material on the seabed which alters the predominant habitat type [2834]. Sublittoral benthic habitats such as sand/mud flats/banks may be impacted by smothering from sediments generated from excretory products or following harvesting, especially if hydraulic or physical dredges are used [2834]. Mobile fishing gear is one of the best known sources of anthropogenic degradation of seabed habitat and associated benthic communities. Whilst the physical damage caused by persistent interaction with dredges could result in loss of certain sensitive habitats such as seagrass, the change is unlikely to be permanent if the activity were to cease, although recovery rates may be slow in some cases [3137],[4448].",low,"The risk of this pressure will increase depending on the spatial/ temporal scale and intensity of the activity, the proximity of the activity to the feature (in space and time) and the sensitivity of the feature to the pressure. Cumulative and in-combination effects of activities may increase the risk further (see Activity-Pressure justification text). Factors such as height, speed and size of aircraft would need to be taken into consideration.","The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1987,Production of living resources,Shellfish aquaculture: Suspended rope/net culture,Physical change (to another sediment type),"Aquaculture developments often require supporting infrastructure.  The introduction of these structures can change the hydrological and sedimentological regime in the immediate vicinity of these structures and may lead to the erosion of or deposition of material on the seabed which alters the predominant habitat type [2834]. Sublittoral benthic habitats such as sand/mud flats/banks may be impacted by smothering from sediments generated from excretory products or following harvesting, especially if hydraulic or physical dredges are used [2834]. Mobile fishing gear is one of the best known sources of anthropogenic degradation of seabed habitat and associated benthic communities. Whilst the physical damage caused by persistent interaction with dredges could result in loss of certain sensitive habitats such as seagrass, the change is unlikely to be permanent if the activity were to cease, although recovery rates may be slow in some cases [3137],[4448].",low,"The risk of this pressure will increase depending on the spatial/ temporal scale and intensity of the activity, the proximity of the activity to the feature (in space and time) and the sensitivity of the feature to the pressure. Cumulative and in-combination effects of activities may increase the risk further (see Activity-Pressure justification text). Factors such as height, speed and size of aircraft would need to be taken into consideration.","The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1988,Production of living resources,Shellfish aquaculture: Suspended rope/net culture,Litter,"Marine litter is items made or used by people and deliberately discarded or unintentionally lost into the sea and on beaches. Despite international legislation such as Annex V of the International Convention for the Prevention of Pollution from Ships, 1973 [3140], maritime activity is still a major source of litter. Fishing is an important source of marine litter. For example, 14 % of the litter identified during the UK Beachwatch survey (2006) was fishing related [3160], net loss in UK fisheries has been estimated at 36 km per year [5103] and surveys across 32 sites in European waters (continental shelves to canyons) found that derelict fishing gear was the second most abundant item encountered (34 % of total) [4459]. Various types of litter result from fishing in general including galley waste, fish boxes, floats/buoys, nets, ropes, lines, pots, weights and micro-plastic particles resulting from disintegration of plastic gear [3160],[3118]. Impacts of such litter include entanglement of marine wildlife including mammals and birds, ingestion and ghost fishing [3202],[3160],[2752],[3096],[5123],[5103]. Ghost gears can also damage benthic habitats (through abrasion, ‘plucking’ of organisms or meshes closing around them, and the translocation of seabed features) [5103]. Alongside existing legislation, potential mitigation measures are discussed in various sources of literature [2752],[3160],[5103].",low,"The risk of this pressure will increase as a result of non-compliance to legislation, codes of conduct or best practice (see Activity-Pressure justification text). The risk of introducing new species may also increase with the range of vessel/boat activity – e.g. travelling from locations outside the UK or dredging in areas with known presence of INIS.","The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1989,Production of living resources,Shellfish aquaculture: Suspended rope/net culture,Underwater noise changes,"Vessels and machinery used during the construction phase will increase noise levels. Vessel movement is an important source of underwater noise, with noise emitted typically varying with vessel size whereby larger vessels generate lower frequency sound. Although propeller cavitation is the main source of such noise, gear deployment/towing/hauling, turbulence around the hull and the use of fish finding sonars will also result in noise being transmitted underwater by fishing vessels. For example, the source levels associated with small sea going vessels are typically 160-180 dB (Peak) re 1 µPa-m (RMS) [3152]. Acoustic deterrents/harassing devices are an additional potential source of underwater noise  [3152],[3096],[4921]. Underwater noise can result in disturbance particularly to mobile receptors such as fish, birds and mammals [3152],[4921],[2074],[3069],[3121],[4445],[4869]. Disturbance to species and their displacement from the site can arise from the construction and the operation of aquaculture farms, for instance from noise and light during management activities or the need to control predation on farms [2834].",low,"The risk of this pressure will increase depending on the spatial/ temporal scale and intensity of the activity, the proximity of the activity to the feature (in space and time) and the sensitivity of the feature to the pressure. Cumulative and in-combination effects of activities may increase the risk further (see Activity-Pressure justification text). High levels of discarding associated with the fishing activity combined with low flow conditions may increase the magnitude of this pressure.","The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1990,Production of living resources,Shellfish aquaculture: Suspended rope/net culture,Introduction of light,"The pressure is potentially associated with construction, maintenance, operational lighting, plus navigation and operational lighting on vessels and structures. Lighting can cause disorientation or displace sensitive species. Lighted vessels and structures in open waters may pose a collision risk to many species of birds. Birds drawn to light may become disoriented and collide with these structures, which may result in injury and death. Light from vessels may also be of concern where significant levels of activity occur in close proximity to sensitive bird habitats including coastal inshore waters [2843],[3083],[3088],[3195],[2797],[3107],[4399],[4334],[4337],[2834]. Large enclosures could also have an effect on current circulation and light penetration [2834]. Disturbance to species and their displacement from the site can arise from the construction and the operation of aquaculture farms, for instance from noise and light during management activities or the need to control predation on farms [2834].",low,"The risk of this pressure will increase depending on the spatial/ temporal scale and intensity of the activity, the proximity of the activity to the feature (in space and time) and the sensitivity of the feature to the pressure. Cumulative and in-combination effects of activities may increase the risk further (see Activity-Pressure justification text). High levels of discarding associated with the fishing activity combined with low flow conditions may increase the magnitude of this pressure.","The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1991,Production of living resources,Shellfish aquaculture: Suspended rope/net culture,Barrier to species movement,"This pressure refers to obstructions to species movement caused by physical barriers or prolonged exposure to noise, light, visual disturbance or changes in water quality. The likelihood of impact will depend on factors such as the spatial/temporal scale of the activity and its location in relation to migratory routes, and so the pressure will need to be considered on case-by-case basis to determine relevance to a given feature/site. Whilst it is considered that examples of the association between this sub-activity and pressure will be rare, potential causes include fixed equipment in confined water bodies/estuaries, or behavioural effects from the use of acoustic deterrents [3121],[3152],[4921],[4445]. However, the impacts from the latter may be better considered by the pressure 'Underwater noise changes'.",low,"The risk of this pressure will increase depending on the spatial/ temporal scale and intensity of the activity, the proximity of the activity to the feature (in space and time) and the sensitivity of the feature to the pressure. Cumulative and in-combination effects of activities may increase the risk further (see Activity-Pressure justification text). High levels of discarding associated with the fishing activity combined with low flow conditions may increase the magnitude of this pressure.","The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1992,Production of living resources,Shellfish aquaculture: Suspended rope/net culture,"Collision ABOVE water with static or moving objects not naturally found in the marine environment (e.g., boats, machinery, and structures)","Pressure relates to vessels associated with this sub-activity and their movement as well as infrastructure. Marine birds are frequently attracted to or become disorientated by artificial light sources, which can result in collision and therefore injury or death [4399],[4378],[2826]. Bird collisions with vessels have been recorded with the risk being greatest at night for lighted ships near coastal areas and when the vessel is relatively close to large breeding aggregations of seabirds (rather than further offshore). However, there are relatively few sources of quantified information relating to seabird strikes on vessels. Nocturnal bird strikes on vessels tend to occur when bright, artificial light sources are used at times of poor visibility, typically during bad weather, often angled outwards or upwards from the vessel [4466],[4378],[4476],[2826].",low,"The risk of this pressure will increase as a result of non-compliance to legislation, codes of conduct or best practice (see Activity-Pressure justification text). The risk of introducing new species may also increase with the range of vessel/boat activity – e.g. travelling from locations outside the UK and may also be increased due to presence of foundations and rock armouring","The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1993,Production of living resources,Shellfish aquaculture: Suspended rope/net culture,"Collision BELOW water with static or moving objects not naturally found in the marine environment (e.g., boats, machinery, and structures)","During construction and operation of the aquaculture facility, vessels may be used; if so species can collide with the propeller or other parts of the hull causing collision injury or death. In general, the most lethal and serious injuries to mobile species such as marine mammals are caused by large ships (e.g. 80 m or longer) and vessels travelling at speeds faster than 14 knots. Most minor injuries, by contrast, involved collisions with vessels less than 45m long. Collisions are rarely reported for vessels doing less than 10 km/hour [5120],[4987]. There is a paucity of information regarding collision risk of animals (e.g. birds, fish, marine mammals) with underwater structures, especially for birds. The response of birds will depend on their detection of a device and any associated structures. The risk of collision may be increased if the devices alter the characteristics of the current, especially if such changes create new foraging opportunities, since this may impact on the manoeuvrability and underwater swimming agility of birds [4959],[5075]. Collision risks are most likely to pose the greatest risk in areas of strong water movement, such as areas of strong tidal flow or wave motion [3098].",low,"The risk of this pressure will increase depending on the spatial/ temporal scale and intensity of the activity, the proximity of the activity to the feature (in space and time) and the sensitivity of the feature to the pressure. Cumulative and in-combination effects of activities may increase the risk further (see Activity-Pressure justification text). High levels of discarding associated with the fishing activity combined with low flow conditions may increase the magnitude of this pressure.","The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1994,Production of living resources,Shellfish aquaculture: Suspended rope/net culture,Above water noise,"Disturbance to species and their displacement from the site can arise from the construction and the operation of aquaculture farms, for instance from noise and light during management activities or from predation control [2834]. Aquaculture, like most maritime activities, generates sound as a by-product of ongoing operations, and sound may be associated with constructing, maintaining, and decommissioning aquaculture facilities. In some cases, intense sounds have been intentionally produced to deter predator attacks. As a result, noise can displace animals from their habitat or interrupt normal movement or migration patterns, adversely affect foraging and reproductive behaviour, and increase the risk of predation [3151].",medium-high,,"The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1995,Production of living resources,Shellfish aquaculture: Suspended rope/net culture,Transition elements & organo-metal (e.g. TBT) contamination.  Includes those priority substances listed in Annex II of Directive 2008/105/EC.,"Pressure primarily relates to vessels associated with this sub-activity and their movement, but may also relate to the aquaculture facility itself. The primary chemicals of environmental concern in vessel oil and fuel are polycyclic aromatic hydrocarbons (PAHs). Deliberate discharges of oil or oil/water mixtures from ships are prohibited within the North West European Waters Special Area, established by the International Maritime Organization under MARPOL Annex I in 1999. This includes all waters around the UK and its approaches. However, accidental discharges still occur. Information on accidental discharges of oil from ships and offshore platforms is compiled annually by the Advisory Committee on Protection of the Sea (ACOPS) on behalf of the Maritime and Coastguard Agency. Although the majority of incidents are minor, several incidents occur annually that lead to the actual or potential release of significant amounts of oil (typically from large shipping vessels and tankers). Antifouling compounds like tributyltin (TBT; banned on vessels under 25 m in the UK since 1987, however) and copper wash from ship coatings enter and persist in the marine environment, with highest concentrations generally found in heavily used shipping routes or within harbours [3096],[3164],[3155],[2788],[3194],[4985].",low,"The risk of this pressure will increase as a result of non-compliance to legislation, codes of conduct or best practice (see Activity-Pressure justification text). The risk of introducing new species may also increase with the range of vessel/boat activity – e.g. travelling from locations outside the UK or dredging in areas with known presence of INIS.","The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1996,Production of living resources,Shellfish aquaculture: Suspended rope/net culture,Hydrocarbon & PAH contamination.  Includes those priority substances listed in Annex II of Directive 2008/105/EC.,"Pressure primarily relates to vessels associated with this sub-activity and their movement. The primary chemicals of environmental concern in vessel oil and fuel are polycyclic aromatic hydrocarbons (PAHs). Deliberate discharges of oil or oil/water mixtures from ships are prohibited within the North West European Waters Special Area, established by the International Maritime Organization under MARPOL Annex I in 1999. This includes all waters around the UK and its approaches. However, accidental discharges still occur. Information on accidental discharges of oil from ships and offshore platforms is compiled annually by the Advisory Committee on Protection of the Sea (ACOPS) on behalf of the Maritime and Coastguard Agency. Although the majority of incidents are minor, several incidents occur annually that lead to the actual or potential release of significant amounts of oil (typically from large shipping vessels and tankers) [3096],[3164],[3194],[4985].",low,"The risk of this pressure will increase as a result of non-compliance to legislation, codes of conduct or best practice (see Activity-Pressure justification text). The risk of introducing new species may also increase with the range of vessel/boat activity – e.g. travelling from locations outside the UK or dredging in areas with known presence of INIS.","The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1997,Production of living resources,Shellfish aquaculture: Suspended rope/net culture,"Synthetic compound contamination (incl. pesticides, antifoulants, pharmaceuticals).  Includes those priority substances listed in Annex II of Directive 2008/105/EC.","Pressure primarily relates to vessels associated with this sub-activity and their movement. The primary chemicals of environmental concern in vessel oil and fuel are polycyclic aromatic hydrocarbons (PAHs). Deliberate discharges of oil or oil/water mixtures from ships are prohibited within the North West European Waters Special Area, established by the International Maritime Organization under MARPOL Annex I in 1999. This includes all waters around the UK and its approaches. However, accidental discharges still occur. Information on accidental discharges of oil from ships and offshore platforms is compiled annually by the Advisory Committee on Protection of the Sea (ACOPS) on behalf of the Maritime and Coastguard Agency. Although the majority of incidents are minor, several incidents occur annually that lead to the actual or potential release of significant amounts of oil (typically from large shipping vessels and tankers). Antifouling compounds like tributyltin (TBT; banned on vessels under 25 m in the UK since 1987, however) and copper wash from ship coatings enter and persist in the marine environment, with highest concentrations generally found in heavily used shipping routes or within harbours [3096],[3164],[3155],[2788],[3194],[4985]. Pesticides, fertilisers and antibiotics are all used in marine aquaculture operations to a lesser or greater extent [4340]. Zostera and Posidonia beds, mud habitats, mussel beds and reefs have low tolerance and resistance to some synthetic compounds used in aquaculture [2834].",low,"The risk of this pressure will increase as a result of non-compliance to legislation, codes of conduct or best practice (see Activity-Pressure justification text). The risk of introducing new species may also increase with the range of vessel/boat activity – e.g. travelling from locations outside the UK or dredging in areas with known presence of INIS.","The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1998,Production of living resources,Shellfish aquaculture: Suspended rope/net culture,Organic enrichment,"Due to the deposition of organic material, shellfish farms can result in sediments that are characterised by suboxic to anoxic conditions and the associated communities may be affected by this surplus of organic matter [5135],[2834]. In highly energetic waters, faeces and pseudofaeces may be spread over some distance. The extent of impacts is determined from the quantity and quality of the input and environmental conditions at the location [4939].",medium-high,,"The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
1999,Production of living resources,Shellfish aquaculture: Suspended rope/net culture,Deoxygenation,"This pressure is associated with sediment mobilisation as well as the deposition of organic matter. The spatial and temporal persistence of any change will depend on factors such as the gear type and intensity of the activity, levels of natural disturbance, temperature and the sediment type/composition, resulting in many changes being relatively short lived and localised [4891],[4899],[4351],[4446]. For fishing, the pressure may result from disturbance of the sediment in the wake of towed gears and resuspension of organic rich sediments [1419],[3186],[1436],[4350],[4407],[4351],[4446],[4899]. Further, organic matter at the surface may be buried within anaerobic subsurface layers [4450]. In fisheries where discards are spatially concentrated, particularly in areas of low current flow, discards (or damage to benthic organisms, including target species) may result in localised increases in organic matter and potentially hypoxia or anoxia of the seabed [3120],[3805]. More generally, shellfish farms can result in sediments that are characterised by suboxic to anoxic conditions due to the deposition of organic material and the associated communities may be affected by this surplus of organic matter [5135],[2834]. In highly energetic waters, faeces and pseudofaeces may be spread over some distance. The extent of impacts is determined from the quantity and quality of the input and environmental conditions at the location [4939].",medium-high,,"The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
2000,Production of living resources,Shellfish aquaculture: Bottom culture,Visual disturbance,"The movement of vessels and people, as well as that of gear, can create visual stimuli which can evoke a disturbance response in mobile species such as fish, marine mammals, seabirds and coastal birds. However, the magnitude of the pressure will depend on the nature, scale, intensity and duration of the activity, plus other factors such as species present and age, weather conditions and degree of habituation to disturbance source [3134],[2497],[3202],[2825],[3269],[2707],[5106],[4977],[5117],[2834].",medium-high,,"The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
2001,Production of living resources,Shellfish aquaculture: Bottom culture,Genetic modification & translocation of indigenous species,"Biological interactions between the cultivated species and species occurring in the site must be taken into account, in particular the possible effects of escapees, interbreeding or direct competition [2834].",medium-high,,"The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
2002,Production of living resources,Shellfish aquaculture: Bottom culture,Introduction or spread of invasive non-indigenous species (INIS),"Aquatic organisms may be transferred to new locations as biofouling and can be harmful and invasive in locations where they do not naturally occur. All craft have some biofouling, even if recently cleaned or anti-fouled [4978],[5177]. Thousands of marine species can be carried in ships’ ballast water [3164]. Aquaculture is a key pathway for the introduction of invasive species [4400],[4338],[2834],[3117]. Other biological interactions between the farmed species and the species occurring in the site must be taken into account, in particular the possible effects of escapes, such as interbreeding or direct competition from alien species used in aquaculture [2834].",medium-high,,"The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
2003,Production of living resources,Shellfish aquaculture: Bottom culture,Introduction of microbial pathogens,The import or rearing of cultivated stock can introduce a range of pathogens and parasites into the marine environment which could be deemed damaging [4420]. The risks are also high because aquaculture facilities play an intermediary role when new species are brought into a country before being stocked out. If quarantining controls are weak the risks of transfer of pathogens or contamination of material by alien invasive species are high [4341].,medium-high,,"The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
2004,Production of living resources,Shellfish aquaculture: Bottom culture,Removal of target species,"Removal of target species would occur when the species is removed from the wild as seed or spat, and then reared within an aquaculture operation. The species may be used as brood stock or for growing on [4419],[4417]. Such target species may themselves be features/sub-features of designated sites (e.g. mussel beds/biogenic reefs), or may be species forming part of the biotope (e.g. bivalves in sediment features) or wider community composition associated with the designated feature [1419],[1436],[4362].",medium-high,,"The associated evidence follows NE's evidence standards, particularly for ""Analysis of Evidence"" (NESTND024) and ""Conservation Advice for MPAs"" (NESTND036). See here for more information: http://publications.naturalengland.org.uk/category/3769710",N/A
